Running LSaliency saliency . . .
Epoch [100/1000], | TL: 0.4454, ML: 0.0000, BL: 0.4454, VL: 0.0000  | Var: 0.0064, W:4.4541
Epoch [700/1000], | TL: 0.1772, ML: 0.0098, BL: 0.1674, VL: 0.0000  | Var: 0.0398, W:1.6738
Epoch [800/1000], | TL: 0.1608, ML: 0.0084, BL: 0.1525, VL: 0.0000  | Var: 0.0425, W:1.5246
Epoch [900/1000], | TL: 0.1484, ML: 0.0074, BL: 0.1410, VL: 0.0000  | Var: 0.0447, W:1.4099
Epoch [1000/1000], | TL: 0.1386, ML: 0.0066, BL: 0.1320, VL: 0.0000  | Var: 0.0466, W:1.3201
[4.50%] Candidate 9 took 1.4016s
Epoch [100/1000], | TL: 0.6640, ML: 0.2058, BL: 0.4582, VL: 0.0000  | Var: 0.0066, W:4.5821
Epoch [200/1000], | TL: 0.4389, ML: 0.0536, BL: 0.3854, VL: 0.0000  | Var: 0.0104, W:3.8536
Epoch [300/1000], | TL: 0.3456, ML: 0.0228, BL: 0.3228, VL: 0.0000  | Var: 0.0147, W:3.2283
Epoch [400/1000], | TL: 0.2855, ML: 0.0129, BL: 0.2725, VL: 0.0000  | Var: 0.0192, W:2.7253
Epoch [500/1000], | TL: 0.2422, ML: 0.0086, BL: 0.2336, VL: 0.0000  | Var: 0.0233, W:2.3364
Epoch [600/1000], | TL: 0.2103, ML: 0.0063, BL: 0.2040, VL: 0.0000  | Var: 0.0269, W:2.0397
Epoch [700/1000], | TL: 0.1862, ML: 0.0050, BL: 0.1812, VL: 0.0000  | Var: 0.0298, W:1.8124
Epoch [800/1000], | TL: 0.1677, ML: 0.0041, BL: 0.1636, VL: 0.0000  | Var: 0.0321, W:1.6360
Epoch [900/1000], | TL: 0.1533, ML: 0.0036, BL: 0.1497, VL: 0.0000  | Var: 0.0339, W:1.4969
Epoch [1000/1000], | TL: 0.1418, ML: 0.0032, BL: 0.1385, VL: 0.0000  | Var: 0.0354, W:1.3855
[5.00%] Candidate 10 took 1.3866s
Epoch [100/1000], | TL: 0.4866, ML: 0.0284, BL: 0.4582, VL: 0.0000  | Var: 0.0078, W:4.5820
Epoch [200/1000], | TL: 0.4133, ML: 0.0130, BL: 0.4003, VL: 0.0000  | Var: 0.0119, W:4.0028
Epoch [300/1000], | TL: 0.3557, ML: 0.0079, BL: 0.3478, VL: 0.0000  | Var: 0.0161, W:3.4778
Epoch [400/1000], | TL: 0.3082, ML: 0.0057, BL: 0.3026, VL: 0.0000  | Var: 0.0201, W:3.0255
Epoch [500/1000], | TL: 0.2693, ML: 0.0045, BL: 0.2648, VL: 0.0000  | Var: 0.0237, W:2.6483
Epoch [600/1000], | TL: 0.2378, ML: 0.0038, BL: 0.2339, VL: 0.0000  | Var: 0.0268, W:2.3395
Epoch [700/1000], | TL: 0.2123, ML: 0.0035, BL: 0.2088, VL: 0.0000  | Var: 0.0294, W:2.0883
Epoch [800/1000], | TL: 0.1917, ML: 0.0033, BL: 0.1884, VL: 0.0000  | Var: 0.0314, W:1.8841
Epoch [900/1000], | TL: 0.1749, ML: 0.0032, BL: 0.1717, VL: 0.0000  | Var: 0.0331, W:1.7173
Epoch [1000/1000], | TL: 0.1612, ML: 0.0032, BL: 0.1580, VL: 0.0000  | Var: 0.0344, W:1.5802
[5.50%] Candidate 11 took 1.3832s
Epoch [100/1000], | TL: 0.6326, ML: 0.1708, BL: 0.4618, VL: 0.0000  | Var: 0.0142, W:4.6177
Epoch [200/1000], | TL: 0.4635, ML: 0.0611, BL: 0.4025, VL: 0.0000  | Var: 0.0236, W:4.0246
Epoch [300/1000], | TL: 0.3823, ML: 0.0340, BL: 0.3483, VL: 0.0000  | Var: 0.0325, W:3.4831
Epoch [400/1000], | TL: 0.3275, ML: 0.0236, BL: 0.3038, VL: 0.0000  | Var: 0.0399, W:3.0382
Epoch [500/1000], | TL: 0.2873, ML: 0.0186, BL: 0.2687, VL: 0.0000  | Var: 0.0453, W:2.6866
Epoch [600/1000], | TL: 0.2567, ML: 0.0159, BL: 0.2408, VL: 0.0000  | Var: 0.0486, W:2.4080
Epoch [700/1000], | TL: 0.2326, ML: 0.0145, BL: 0.2181, VL: 0.0000  | Var: 0.0499, W:2.1808
Epoch [800/1000], | TL: 0.2126, ML: 0.0138, BL: 0.1988, VL: 0.0000  | Var: 0.0496, W:1.9884
Epoch [900/1000], | TL: 0.1955, ML: 0.0134, BL: 0.1821, VL: 0.0000  | Var: 0.0486, W:1.8207
Epoch [1000/1000], | TL: 0.1806, ML: 0.0133, BL: 0.1673, VL: 0.0000  | Var: 0.0475, W:1.6734
[6.00%] Candidate 12 took 1.3785s
Epoch [100/1000], | TL: 0.3944, ML: 0.0000, BL: 0.3943, VL: 0.0000  | Var: 0.0094, W:3.9435
Epoch [200/1000], | TL: 0.3107, ML: 0.0001, BL: 0.3106, VL: 0.0000  | Var: 0.0071, W:3.1060
Epoch [300/1000], | TL: 0.2467, ML: 0.0026, BL: 0.2440, VL: 0.0000  | Var: 0.0046, W:2.4401
Epoch [400/1000], | TL: 0.2082, ML: 0.0045, BL: 0.2037, VL: 0.0000  | Var: 0.0032, W:2.0371
Epoch [500/1000], | TL: 0.1797, ML: 0.0045, BL: 0.1752, VL: 0.0000  | Var: 0.0032, W:1.7520
Epoch [600/1000], | TL: 0.1584, ML: 0.0045, BL: 0.1539, VL: 0.0000  | Var: 0.0039, W:1.5392
Epoch [700/1000], | TL: 0.1424, ML: 0.0044, BL: 0.1379, VL: 0.0000  | Var: 0.0049, W:1.3792
Epoch [800/1000], | TL: 0.1301, ML: 0.0044, BL: 0.1257, VL: 0.0000  | Var: 0.0059, W:1.2573
Epoch [900/1000], | TL: 0.1207, ML: 0.0044, BL: 0.1163, VL: 0.0000  | Var: 0.0069, W:1.1626
Epoch [1000/1000], | TL: 0.1131, ML: 0.0044, BL: 0.1088, VL: 0.0000  | Var: 0.0080, W:1.0877
[6.50%] Candidate 13 took 1.3335s
Epoch [100/1000], | TL: 0.4216, ML: 0.0002, BL: 0.4214, VL: 0.0000  | Var: 0.0038, W:4.2145
Epoch [200/1000], | TL: 0.3567, ML: 0.0020, BL: 0.3547, VL: 0.0000  | Var: 0.0033, W:3.5465
Epoch [300/1000], | TL: 0.3074, ML: 0.0045, BL: 0.3030, VL: 0.0000  | Var: 0.0031, W:3.0297
Epoch [400/1000], | TL: 0.2669, ML: 0.0045, BL: 0.2624, VL: 0.0000  | Var: 0.0040, W:2.6243
Epoch [500/1000], | TL: 0.2336, ML: 0.0044, BL: 0.2292, VL: 0.0000  | Var: 0.0054, W:2.2919
Epoch [600/1000], | TL: 0.2068, ML: 0.0044, BL: 0.2023, VL: 0.0000  | Var: 0.0070, W:2.0234
Epoch [700/1000], | TL: 0.1852, ML: 0.0044, BL: 0.1808, VL: 0.0000  | Var: 0.0088, W:1.8076
Epoch [800/1000], | TL: 0.1678, ML: 0.0044, BL: 0.1634, VL: 0.0000  | Var: 0.0106, W:1.6338
Epoch [900/1000], | TL: 0.1536, ML: 0.0043, BL: 0.1493, VL: 0.0000  | Var: 0.0123, W:1.4930
Epoch [1000/1000], | TL: 0.1421, ML: 0.0043, BL: 0.1378, VL: 0.0000  | Var: 0.0140, W:1.3779
[7.00%] Candidate 14 took 1.3711s
Epoch [100/1000], | TL: 0.8878, ML: 0.4405, BL: 0.4473, VL: 0.0000  | Var: 0.0069, W:4.4733
Epoch [200/1000], | TL: 0.5589, ML: 0.1659, BL: 0.3930, VL: 0.0000  | Var: 0.0091, W:3.9301
Epoch [300/1000], | TL: 0.4065, ML: 0.0630, BL: 0.3435, VL: 0.0000  | Var: 0.0125, W:3.4346
Epoch [400/1000], | TL: 0.3330, ML: 0.0328, BL: 0.3002, VL: 0.0000  | Var: 0.0160, W:3.0019
Epoch [500/1000], | TL: 0.2846, ML: 0.0208, BL: 0.2638, VL: 0.0000  | Var: 0.0193, W:2.6383
Epoch [600/1000], | TL: 0.2487, ML: 0.0147, BL: 0.2340, VL: 0.0000  | Var: 0.0224, W:2.3400
Epoch [700/1000], | TL: 0.2210, ML: 0.0112, BL: 0.2098, VL: 0.0000  | Var: 0.0253, W:2.0977
Epoch [800/1000], | TL: 0.1991, ML: 0.0090, BL: 0.1901, VL: 0.0000  | Var: 0.0278, W:1.9012
Epoch [900/1000], | TL: 0.1816, ML: 0.0075, BL: 0.1741, VL: 0.0000  | Var: 0.0300, W:1.7411
Epoch [1000/1000], | TL: 0.1674, ML: 0.0065, BL: 0.1610, VL: 0.0000  | Var: 0.0319, W:1.6096
[7.50%] Candidate 15 took 1.3785s
Epoch [100/1000], | TL: 0.4711, ML: 0.0588, BL: 0.4123, VL: 0.0000  | Var: 0.0157, W:4.1231
Epoch [200/1000], | TL: 0.3893, ML: 0.0296, BL: 0.3597, VL: 0.0000  | Var: 0.0192, W:3.5969
Epoch [300/1000], | TL: 0.3318, ML: 0.0189, BL: 0.3129, VL: 0.0000  | Var: 0.0224, W:3.1291
Epoch [400/1000], | TL: 0.2869, ML: 0.0137, BL: 0.2731, VL: 0.0000  | Var: 0.0255, W:2.7312
Epoch [500/1000], | TL: 0.2511, ML: 0.0108, BL: 0.2403, VL: 0.0000  | Var: 0.0285, W:2.4027
Epoch [600/1000], | TL: 0.2226, ML: 0.0090, BL: 0.2136, VL: 0.0000  | Var: 0.0312, W:2.1361
Epoch [700/1000], | TL: 0.2000, ML: 0.0078, BL: 0.1921, VL: 0.0000  | Var: 0.0337, W:1.9213
Epoch [800/1000], | TL: 0.1818, ML: 0.0070, BL: 0.1748, VL: 0.0000  | Var: 0.0360, W:1.7482
Epoch [900/1000], | TL: 0.1672, ML: 0.0064, BL: 0.1608, VL: 0.0000  | Var: 0.0379, W:1.6081
Epoch [1000/1000], | TL: 0.1553, ML: 0.0060, BL: 0.1494, VL: 0.0000  | Var: 0.0396, W:1.4939
[8.00%] Candidate 16 took 1.3750s
Epoch [100/1000], | TL: 0.5513, ML: 0.0906, BL: 0.4607, VL: 0.0000  | Var: 0.0138, W:4.6070
Epoch [200/1000], | TL: 0.4379, ML: 0.0396, BL: 0.3983, VL: 0.0000  | Var: 0.0233, W:3.9827
Epoch [300/1000], | TL: 0.3678, ML: 0.0249, BL: 0.3429, VL: 0.0000  | Var: 0.0318, W:3.4288
Epoch [400/1000], | TL: 0.3163, ML: 0.0188, BL: 0.2975, VL: 0.0000  | Var: 0.0382, W:2.9748
Epoch [500/1000], | TL: 0.2769, ML: 0.0159, BL: 0.2611, VL: 0.0000  | Var: 0.0421, W:2.6105
Epoch [600/1000], | TL: 0.2459, ML: 0.0145, BL: 0.2314, VL: 0.0000  | Var: 0.0438, W:2.3142
Epoch [700/1000], | TL: 0.2206, ML: 0.0138, BL: 0.2067, VL: 0.0000  | Var: 0.0439, W:2.0674
Epoch [800/1000], | TL: 0.1995, ML: 0.0135, BL: 0.1860, VL: 0.0000  | Var: 0.0437, W:1.8597
Epoch [900/1000], | TL: 0.1819, ML: 0.0132, BL: 0.1687, VL: 0.0000  | Var: 0.0438, W:1.6867
Epoch [1000/1000], | TL: 0.1672, ML: 0.0127, BL: 0.1545, VL: 0.0000  | Var: 0.0445, W:1.5452
[8.50%] Candidate 17 took 1.3835s
Epoch [100/1000], | TL: 0.8046, ML: 0.3804, BL: 0.4242, VL: 0.0000  | Var: 0.0089, W:4.2418
Epoch [200/1000], | TL: 0.5434, ML: 0.1711, BL: 0.3723, VL: 0.0000  | Var: 0.0136, W:3.7233
Epoch [300/1000], | TL: 0.4077, ML: 0.0823, BL: 0.3253, VL: 0.0000  | Var: 0.0188, W:3.2533
Epoch [400/1000], | TL: 0.3340, ML: 0.0493, BL: 0.2847, VL: 0.0000  | Var: 0.0235, W:2.8470
Epoch [500/1000], | TL: 0.2849, ML: 0.0340, BL: 0.2509, VL: 0.0000  | Var: 0.0279, W:2.5091
Epoch [600/1000], | TL: 0.2490, ML: 0.0255, BL: 0.2234, VL: 0.0000  | Var: 0.0318, W:2.2342
Epoch [700/1000], | TL: 0.2216, ML: 0.0203, BL: 0.2013, VL: 0.0000  | Var: 0.0353, W:2.0126
Epoch [800/1000], | TL: 0.2002, ML: 0.0168, BL: 0.1834, VL: 0.0000  | Var: 0.0383, W:1.8342
Epoch [900/1000], | TL: 0.1833, ML: 0.0143, BL: 0.1690, VL: 0.0000  | Var: 0.0410, W:1.6902
Epoch [1000/1000], | TL: 0.1697, ML: 0.0124, BL: 0.1573, VL: 0.0000  | Var: 0.0433, W:1.5730
[9.00%] Candidate 18 took 1.3871s
Epoch [100/1000], | TL: 0.4539, ML: 0.0000, BL: 0.4539, VL: 0.0000  | Var: 0.0096, W:4.5389
Epoch [200/1000], | TL: 0.3846, ML: 0.0000, BL: 0.3846, VL: 0.0000  | Var: 0.0082, W:3.8459
Epoch [300/1000], | TL: 0.3216, ML: 0.0000, BL: 0.3216, VL: 0.0000  | Var: 0.0063, W:3.2156
Epoch [400/1000], | TL: 0.2670, ML: 0.0000, BL: 0.2670, VL: 0.0000  | Var: 0.0045, W:2.6702
Epoch [500/1000], | TL: 0.2216, ML: 0.0000, BL: 0.2216, VL: 0.0000  | Var: 0.0031, W:2.2158
Epoch [600/1000], | TL: 0.1846, ML: 0.0000, BL: 0.1846, VL: 0.0000  | Var: 0.0021, W:1.8460
Epoch [700/1000], | TL: 0.1549, ML: 0.0000, BL: 0.1549, VL: 0.0000  | Var: 0.0014, W:1.5485
Epoch [800/1000], | TL: 0.1310, ML: 0.0000, BL: 0.1310, VL: 0.0000  | Var: 0.0010, W:1.3100
Epoch [900/1000], | TL: 0.1118, ML: 0.0000, BL: 0.1118, VL: 0.0000  | Var: 0.0007, W:1.1180
Epoch [1000/1000], | TL: 0.0963, ML: 0.0000, BL: 0.0963, VL: 0.0000  | Var: 0.0005, W:0.9625
[9.50%] Candidate 19 took 1.3676s
Epoch [100/1000], | TL: 0.5254, ML: 0.0914, BL: 0.4340, VL: 0.0000  | Var: 0.0082, W:4.3397
Epoch [200/1000], | TL: 0.4133, ML: 0.0404, BL: 0.3729, VL: 0.0000  | Var: 0.0153, W:3.7293
Epoch [300/1000], | TL: 0.3445, ML: 0.0259, BL: 0.3186, VL: 0.0000  | Var: 0.0224, W:3.1859
Epoch [400/1000], | TL: 0.2940, ML: 0.0199, BL: 0.2741, VL: 0.0000  | Var: 0.0283, W:2.7410
Epoch [500/1000], | TL: 0.2557, ML: 0.0170, BL: 0.2388, VL: 0.0000  | Var: 0.0328, W:2.3875
Epoch [600/1000], | TL: 0.2260, ML: 0.0153, BL: 0.2108, VL: 0.0000  | Var: 0.0361, W:2.1076
Epoch [700/1000], | TL: 0.2026, ML: 0.0141, BL: 0.1885, VL: 0.0000  | Var: 0.0387, W:1.8850
Epoch [800/1000], | TL: 0.1840, ML: 0.0132, BL: 0.1707, VL: 0.0000  | Var: 0.0410, W:1.7074
Epoch [900/1000], | TL: 0.1690, ML: 0.0124, BL: 0.1566, VL: 0.0000  | Var: 0.0432, W:1.5657
Epoch [1000/1000], | TL: 0.1569, ML: 0.0117, BL: 0.1452, VL: 0.0000  | Var: 0.0452, W:1.4524
[10.00%] Candidate 20 took 1.3838s
Epoch [100/1000], | TL: 0.3947, ML: 0.0000, BL: 0.3947, VL: 0.0000  | Var: 0.0078, W:3.9471
Epoch [200/1000], | TL: 0.3130, ML: 0.0016, BL: 0.3114, VL: 0.0000  | Var: 0.0057, W:3.1140
Epoch [300/1000], | TL: 0.2588, ML: 0.0046, BL: 0.2543, VL: 0.0000  | Var: 0.0029, W:2.5428
Epoch [400/1000], | TL: 0.2180, ML: 0.0045, BL: 0.2135, VL: 0.0000  | Var: 0.0020, W:2.1352
Epoch [500/1000], | TL: 0.1873, ML: 0.0045, BL: 0.1828, VL: 0.0000  | Var: 0.0024, W:1.8278
Epoch [600/1000], | TL: 0.1643, ML: 0.0044, BL: 0.1598, VL: 0.0000  | Var: 0.0033, W:1.5985
Epoch [700/1000], | TL: 0.1470, ML: 0.0044, BL: 0.1426, VL: 0.0000  | Var: 0.0045, W:1.4263
Epoch [800/1000], | TL: 0.1339, ML: 0.0044, BL: 0.1295, VL: 0.0000  | Var: 0.0056, W:1.2951
Epoch [900/1000], | TL: 0.1237, ML: 0.0044, BL: 0.1193, VL: 0.0000  | Var: 0.0068, W:1.1934
Epoch [1000/1000], | TL: 0.1156, ML: 0.0043, BL: 0.1113, VL: 0.0000  | Var: 0.0079, W:1.1131
[10.50%] Candidate 21 took 1.3678s
