Running LSaliency saliency . . .
Epoch [100/1000], | TL: 0.2736, ML: 0.0000, BL: 0.2736, VL: 0.0000  | Var: 0.0007, W:27.3608
Epoch [1000/1000], | TL: 0.9988, ML: 0.9984, BL: 0.0004, VL: 0.0000  | Var: 0.0000, W:0.0404
[3.00%] Candidate 6 took 40.7548s
Epoch [100/1000], | TL: 0.2709, ML: 0.0000, BL: 0.2709, VL: 0.0000  | Var: 0.0008, W:27.0933
Epoch [200/1000], | TL: 0.1432, ML: 0.0000, BL: 0.1432, VL: 0.0000  | Var: 0.0002, W:14.3191
Epoch [300/1000], | TL: 0.0851, ML: 0.0000, BL: 0.0851, VL: 0.0000  | Var: 0.0001, W:8.5052
Epoch [400/1000], | TL: 0.0562, ML: 0.0000, BL: 0.0562, VL: 0.0000  | Var: 0.0000, W:5.6209
Epoch [500/1000], | TL: 0.0401, ML: 0.0000, BL: 0.0401, VL: 0.0000  | Var: 0.0000, W:4.0079
Epoch [600/1000], | TL: 0.0302, ML: 0.0000, BL: 0.0302, VL: 0.0000  | Var: 0.0000, W:3.0151
Epoch [700/1000], | TL: 0.0236, ML: 0.0000, BL: 0.0236, VL: 0.0000  | Var: 0.0000, W:2.3584
Epoch [800/1000], | TL: 0.0190, ML: 0.0000, BL: 0.0190, VL: 0.0000  | Var: 0.0000, W:1.8997
Epoch [900/1000], | TL: 0.0157, ML: 0.0000, BL: 0.0157, VL: 0.0000  | Var: 0.0000, W:1.5655
Epoch [1000/1000], | TL: 0.0131, ML: 0.0000, BL: 0.0131, VL: 0.0000  | Var: 0.0000, W:1.3136
[3.50%] Candidate 7 took 42.0422s
Epoch [100/1000], | TL: 0.2753, ML: 0.0000, BL: 0.2753, VL: 0.0000  | Var: 0.0009, W:27.5338
Epoch [200/1000], | TL: 0.1454, ML: 0.0000, BL: 0.1454, VL: 0.0000  | Var: 0.0002, W:14.5426
Epoch [300/1000], | TL: 0.0862, ML: 0.0000, BL: 0.0862, VL: 0.0000  | Var: 0.0001, W:8.6227
Epoch [400/1000], | TL: 0.0569, ML: 0.0000, BL: 0.0569, VL: 0.0000  | Var: 0.0000, W:5.6908
Epoch [500/1000], | TL: 0.0405, ML: 0.0000, BL: 0.0405, VL: 0.0000  | Var: 0.0000, W:4.0540
Epoch [600/1000], | TL: 0.0305, ML: 0.0000, BL: 0.0305, VL: 0.0000  | Var: 0.0000, W:3.0478
Epoch [700/1000], | TL: 0.0238, ML: 0.0000, BL: 0.0238, VL: 0.0000  | Var: 0.0000, W:2.3829
Epoch [800/1000], | TL: 0.0192, ML: 0.0000, BL: 0.0192, VL: 0.0000  | Var: 0.0000, W:1.9187
Epoch [900/1000], | TL: 0.0158, ML: 0.0000, BL: 0.0158, VL: 0.0000  | Var: 0.0000, W:1.5807
Epoch [1000/1000], | TL: 0.0133, ML: 0.0000, BL: 0.0133, VL: 0.0000  | Var: 0.0000, W:1.3261
[4.00%] Candidate 8 took 40.6432s
Epoch [100/1000], | TL: 0.2732, ML: 0.0000, BL: 0.2732, VL: 0.0000  | Var: 0.0008, W:27.3206
Epoch [200/1000], | TL: 0.1443, ML: 0.0000, BL: 0.1443, VL: 0.0000  | Var: 0.0002, W:14.4346
Epoch [300/1000], | TL: 0.0857, ML: 0.0000, BL: 0.0857, VL: 0.0000  | Var: 0.0001, W:8.5665
Epoch [400/1000], | TL: 0.0566, ML: 0.0000, BL: 0.0566, VL: 0.0000  | Var: 0.0000, W:5.6577
Epoch [500/1000], | TL: 0.0403, ML: 0.0000, BL: 0.0403, VL: 0.0000  | Var: 0.0000, W:4.0323
Epoch [600/1000], | TL: 0.0303, ML: 0.0000, BL: 0.0303, VL: 0.0000  | Var: 0.0000, W:3.0325
Epoch [700/1000], | TL: 0.0237, ML: 0.0000, BL: 0.0237, VL: 0.0000  | Var: 0.0000, W:2.3714
Epoch [800/1000], | TL: 0.0191, ML: 0.0000, BL: 0.0191, VL: 0.0000  | Var: 0.0000, W:1.9099
Epoch [900/1000], | TL: 0.0157, ML: 0.0000, BL: 0.0157, VL: 0.0000  | Var: 0.0000, W:1.5736
Epoch [1000/1000], | TL: 0.0132, ML: 0.0000, BL: 0.0132, VL: 0.0000  | Var: 0.0000, W:1.3203
[4.50%] Candidate 9 took 39.3308s
Epoch [100/1000], | TL: 0.2735, ML: 0.0000, BL: 0.2735, VL: 0.0000  | Var: 0.0012, W:27.3499
Epoch [200/1000], | TL: 0.1445, ML: 0.0000, BL: 0.1445, VL: 0.0000  | Var: 0.0003, W:14.4483
Epoch [300/1000], | TL: 0.0857, ML: 0.0000, BL: 0.0857, VL: 0.0000  | Var: 0.0001, W:8.5692
Epoch [400/1000], | TL: 0.0566, ML: 0.0000, BL: 0.0566, VL: 0.0000  | Var: 0.0000, W:5.6570
Epoch [500/1000], | TL: 0.0403, ML: 0.0000, BL: 0.0403, VL: 0.0000  | Var: 0.0000, W:4.0307
Epoch [600/1000], | TL: 0.0303, ML: 0.0000, BL: 0.0303, VL: 0.0000  | Var: 0.0000, W:3.0307
Epoch [700/1000], | TL: 0.0237, ML: 0.0000, BL: 0.0237, VL: 0.0000  | Var: 0.0000, W:2.3698
Epoch [800/1000], | TL: 0.0191, ML: 0.0000, BL: 0.0191, VL: 0.0000  | Var: 0.0000, W:1.9084
Epoch [900/1000], | TL: 0.0157, ML: 0.0000, BL: 0.0157, VL: 0.0000  | Var: 0.0000, W:1.5723
Epoch [1000/1000], | TL: 0.0132, ML: 0.0000, BL: 0.0132, VL: 0.0000  | Var: 0.0000, W:1.3192
[5.00%] Candidate 10 took 39.0174s
Epoch [100/1000], | TL: 0.2701, ML: 0.0000, BL: 0.2701, VL: 0.0000  | Var: 0.0009, W:27.0133
Epoch [200/1000], | TL: 0.1428, ML: 0.0000, BL: 0.1428, VL: 0.0000  | Var: 0.0002, W:14.2780
Epoch [300/1000], | TL: 0.0848, ML: 0.0000, BL: 0.0848, VL: 0.0000  | Var: 0.0001, W:8.4818
Epoch [400/1000], | TL: 0.0561, ML: 0.0000, BL: 0.0561, VL: 0.0000  | Var: 0.0000, W:5.6060
Epoch [500/1000], | TL: 0.0400, ML: 0.0000, BL: 0.0400, VL: 0.0000  | Var: 0.0000, W:3.9976
Epoch [600/1000], | TL: 0.0301, ML: 0.0000, BL: 0.0301, VL: 0.0000  | Var: 0.0000, W:3.0076
Epoch [700/1000], | TL: 0.0235, ML: 0.0000, BL: 0.0235, VL: 0.0000  | Var: 0.0000, W:2.3527
Epoch [800/1000], | TL: 0.0190, ML: 0.0000, BL: 0.0190, VL: 0.0000  | Var: 0.0000, W:1.8952
Epoch [900/1000], | TL: 0.0156, ML: 0.0000, BL: 0.0156, VL: 0.0000  | Var: 0.0000, W:1.5618
Epoch [1000/1000], | TL: 0.0131, ML: 0.0000, BL: 0.0131, VL: 0.0000  | Var: 0.0000, W:1.3105
[5.50%] Candidate 11 took 41.1354s
Epoch [100/1000], | TL: 1.0091, ML: 0.9984, BL: 0.0107, VL: 0.0000  | Var: 0.0000, W:1.0701
Epoch [200/1000], | TL: 1.0026, ML: 0.9984, BL: 0.0042, VL: 0.0000  | Var: 0.0000, W:0.4184
Epoch [300/1000], | TL: 1.0008, ML: 0.9984, BL: 0.0024, VL: 0.0000  | Var: 0.0000, W:0.2350
Epoch [400/1000], | TL: 0.9999, ML: 0.9984, BL: 0.0015, VL: 0.0000  | Var: 0.0000, W:0.1541
Epoch [500/1000], | TL: 0.9995, ML: 0.9984, BL: 0.0011, VL: 0.0000  | Var: 0.0000, W:0.1102
Epoch [600/1000], | TL: 0.9992, ML: 0.9984, BL: 0.0008, VL: 0.0000  | Var: 0.0000, W:0.0834
Epoch [700/1000], | TL: 0.9991, ML: 0.9984, BL: 0.0007, VL: 0.0000  | Var: 0.0000, W:0.0656
Epoch [800/1000], | TL: 0.9989, ML: 0.9984, BL: 0.0005, VL: 0.0000  | Var: 0.0000, W:0.0531
Epoch [900/1000], | TL: 0.9988, ML: 0.9984, BL: 0.0004, VL: 0.0000  | Var: 0.0000, W:0.0439
Epoch [1000/1000], | TL: 0.9988, ML: 0.9984, BL: 0.0004, VL: 0.0000  | Var: 0.0000, W:0.0370
[6.00%] Candidate 12 took 37.4603s
Epoch [100/1000], | TL: 1.0094, ML: 0.9984, BL: 0.0110, VL: 0.0000  | Var: 0.0000, W:1.1040
Epoch [200/1000], | TL: 1.0027, ML: 0.9984, BL: 0.0043, VL: 0.0000  | Var: 0.0000, W:0.4296
Epoch [300/1000], | TL: 1.0008, ML: 0.9984, BL: 0.0024, VL: 0.0000  | Var: 0.0000, W:0.2410
Epoch [400/1000], | TL: 1.0000, ML: 0.9984, BL: 0.0016, VL: 0.0000  | Var: 0.0000, W:0.1579
Epoch [500/1000], | TL: 0.9995, ML: 0.9984, BL: 0.0011, VL: 0.0000  | Var: 0.0000, W:0.1129
Epoch [600/1000], | TL: 0.9993, ML: 0.9984, BL: 0.0009, VL: 0.0000  | Var: 0.0000, W:0.0854
Epoch [700/1000], | TL: 0.9991, ML: 0.9984, BL: 0.0007, VL: 0.0000  | Var: 0.0000, W:0.0672
Epoch [800/1000], | TL: 0.9989, ML: 0.9984, BL: 0.0005, VL: 0.0000  | Var: 0.0000, W:0.0544
Epoch [900/1000], | TL: 0.9989, ML: 0.9984, BL: 0.0005, VL: 0.0000  | Var: 0.0000, W:0.0450
Epoch [1000/1000], | TL: 0.9988, ML: 0.9984, BL: 0.0004, VL: 0.0000  | Var: 0.0000, W:0.0379
[6.50%] Candidate 13 took 36.3197s
Epoch [100/1000], | TL: 1.0093, ML: 0.9984, BL: 0.0109, VL: 0.0000  | Var: 0.0000, W:1.0904
Epoch [200/1000], | TL: 1.0027, ML: 0.9984, BL: 0.0042, VL: 0.0000  | Var: 0.0000, W:0.4250
Epoch [300/1000], | TL: 1.0008, ML: 0.9984, BL: 0.0024, VL: 0.0000  | Var: 0.0000, W:0.2385
Epoch [400/1000], | TL: 1.0000, ML: 0.9984, BL: 0.0016, VL: 0.0000  | Var: 0.0000, W:0.1563
Epoch [500/1000], | TL: 0.9995, ML: 0.9984, BL: 0.0011, VL: 0.0000  | Var: 0.0000, W:0.1118
Epoch [600/1000], | TL: 0.9993, ML: 0.9984, BL: 0.0008, VL: 0.0000  | Var: 0.0000, W:0.0845
Epoch [700/1000], | TL: 0.9991, ML: 0.9984, BL: 0.0007, VL: 0.0000  | Var: 0.0000, W:0.0665
Epoch [800/1000], | TL: 0.9989, ML: 0.9984, BL: 0.0005, VL: 0.0000  | Var: 0.0000, W:0.0538
Epoch [900/1000], | TL: 0.9989, ML: 0.9984, BL: 0.0004, VL: 0.0000  | Var: 0.0000, W:0.0446
Epoch [1000/1000], | TL: 0.9988, ML: 0.9984, BL: 0.0004, VL: 0.0000  | Var: 0.0000, W:0.0375
[7.00%] Candidate 14 took 39.1832s
Epoch [100/1000], | TL: 1.0094, ML: 0.9984, BL: 0.0110, VL: 0.0000  | Var: 0.0000, W:1.1012
Epoch [200/1000], | TL: 1.0027, ML: 0.9984, BL: 0.0043, VL: 0.0000  | Var: 0.0000, W:0.4283
Epoch [300/1000], | TL: 1.0008, ML: 0.9984, BL: 0.0024, VL: 0.0000  | Var: 0.0000, W:0.2403
Epoch [400/1000], | TL: 1.0000, ML: 0.9984, BL: 0.0016, VL: 0.0000  | Var: 0.0000, W:0.1574
Epoch [500/1000], | TL: 0.9995, ML: 0.9984, BL: 0.0011, VL: 0.0000  | Var: 0.0000, W:0.1126
Epoch [600/1000], | TL: 0.9993, ML: 0.9984, BL: 0.0009, VL: 0.0000  | Var: 0.0000, W:0.0851
Epoch [700/1000], | TL: 0.9991, ML: 0.9984, BL: 0.0007, VL: 0.0000  | Var: 0.0000, W:0.0670
Epoch [800/1000], | TL: 0.9989, ML: 0.9984, BL: 0.0005, VL: 0.0000  | Var: 0.0000, W:0.0542
Epoch [900/1000], | TL: 0.9989, ML: 0.9984, BL: 0.0004, VL: 0.0000  | Var: 0.0000, W:0.0449
Epoch [1000/1000], | TL: 0.9988, ML: 0.9984, BL: 0.0004, VL: 0.0000  | Var: 0.0000, W:0.0378
[7.50%] Candidate 15 took 41.8616s
Epoch [100/1000], | TL: 0.2737, ML: 0.0000, BL: 0.2737, VL: 0.0000  | Var: 0.0011, W:27.3683
Epoch [200/1000], | TL: 0.1446, ML: 0.0000, BL: 0.1446, VL: 0.0000  | Var: 0.0003, W:14.4583
Epoch [300/1000], | TL: 0.0858, ML: 0.0000, BL: 0.0858, VL: 0.0000  | Var: 0.0001, W:8.5759
Epoch [400/1000], | TL: 0.0566, ML: 0.0000, BL: 0.0566, VL: 0.0000  | Var: 0.0000, W:5.6617
Epoch [500/1000], | TL: 0.0403, ML: 0.0000, BL: 0.0403, VL: 0.0000  | Var: 0.0000, W:4.0342
Epoch [600/1000], | TL: 0.0303, ML: 0.0000, BL: 0.0303, VL: 0.0000  | Var: 0.0000, W:3.0335
Epoch [700/1000], | TL: 0.0237, ML: 0.0000, BL: 0.0237, VL: 0.0000  | Var: 0.0000, W:2.3720
Epoch [800/1000], | TL: 0.0191, ML: 0.0000, BL: 0.0191, VL: 0.0000  | Var: 0.0000, W:1.9102
Epoch [900/1000], | TL: 0.0157, ML: 0.0000, BL: 0.0157, VL: 0.0000  | Var: 0.0000, W:1.5738
Epoch [1000/1000], | TL: 0.0132, ML: 0.0000, BL: 0.0132, VL: 0.0000  | Var: 0.0000, W:1.3204
[8.00%] Candidate 16 took 49.5200s
Epoch [100/1000], | TL: 0.2732, ML: 0.0000, BL: 0.2732, VL: 0.0000  | Var: 0.0008, W:27.3182
Epoch [200/1000], | TL: 0.1443, ML: 0.0000, BL: 0.1443, VL: 0.0000  | Var: 0.0002, W:14.4332
Epoch [300/1000], | TL: 0.0857, ML: 0.0000, BL: 0.0857, VL: 0.0000  | Var: 0.0001, W:8.5658
Epoch [400/1000], | TL: 0.0566, ML: 0.0000, BL: 0.0566, VL: 0.0000  | Var: 0.0000, W:5.6572
Epoch [500/1000], | TL: 0.0403, ML: 0.0000, BL: 0.0403, VL: 0.0000  | Var: 0.0000, W:4.0320
Epoch [600/1000], | TL: 0.0303, ML: 0.0000, BL: 0.0303, VL: 0.0000  | Var: 0.0000, W:3.0323
Epoch [700/1000], | TL: 0.0237, ML: 0.0000, BL: 0.0237, VL: 0.0000  | Var: 0.0000, W:2.3713
Epoch [800/1000], | TL: 0.0191, ML: 0.0000, BL: 0.0191, VL: 0.0000  | Var: 0.0000, W:1.9098
Epoch [900/1000], | TL: 0.0157, ML: 0.0000, BL: 0.0157, VL: 0.0000  | Var: 0.0000, W:1.5735
Epoch [1000/1000], | TL: 0.0132, ML: 0.0000, BL: 0.0132, VL: 0.0000  | Var: 0.0000, W:1.3202
[8.50%] Candidate 17 took 51.7692s
Epoch [100/1000], | TL: 0.2718, ML: 0.0000, BL: 0.2718, VL: 0.0000  | Var: 0.0009, W:27.1791
Epoch [200/1000], | TL: 0.1436, ML: 0.0000, BL: 0.1436, VL: 0.0000  | Var: 0.0002, W:14.3625
Epoch [300/1000], | TL: 0.0853, ML: 0.0000, BL: 0.0853, VL: 0.0000  | Var: 0.0001, W:8.5273
Epoch [400/1000], | TL: 0.0563, ML: 0.0000, BL: 0.0563, VL: 0.0000  | Var: 0.0000, W:5.6337
Epoch [500/1000], | TL: 0.0402, ML: 0.0000, BL: 0.0402, VL: 0.0000  | Var: 0.0000, W:4.0161
Epoch [600/1000], | TL: 0.0302, ML: 0.0000, BL: 0.0302, VL: 0.0000  | Var: 0.0000, W:3.0208
Epoch [700/1000], | TL: 0.0236, ML: 0.0000, BL: 0.0236, VL: 0.0000  | Var: 0.0000, W:2.3627
Epoch [800/1000], | TL: 0.0190, ML: 0.0000, BL: 0.0190, VL: 0.0000  | Var: 0.0000, W:1.9030
Epoch [900/1000], | TL: 0.0157, ML: 0.0000, BL: 0.0157, VL: 0.0000  | Var: 0.0000, W:1.5681
Epoch [1000/1000], | TL: 0.0132, ML: 0.0000, BL: 0.0132, VL: 0.0000  | Var: 0.0000, W:1.3157
[9.00%] Candidate 18 took 43.3293s
Epoch [100/1000], | TL: 1.0096, ML: 0.9984, BL: 0.0112, VL: 0.0000  | Var: 0.0000, W:1.1211
Epoch [200/1000], | TL: 1.0028, ML: 0.9984, BL: 0.0044, VL: 0.0000  | Var: 0.0000, W:0.4359
Epoch [300/1000], | TL: 1.0009, ML: 0.9984, BL: 0.0024, VL: 0.0000  | Var: 0.0000, W:0.2445
Epoch [400/1000], | TL: 1.0000, ML: 0.9984, BL: 0.0016, VL: 0.0000  | Var: 0.0000, W:0.1602
Epoch [500/1000], | TL: 0.9996, ML: 0.9984, BL: 0.0011, VL: 0.0000  | Var: 0.0000, W:0.1145
Epoch [600/1000], | TL: 0.9993, ML: 0.9984, BL: 0.0009, VL: 0.0000  | Var: 0.0000, W:0.0866
Epoch [700/1000], | TL: 0.9991, ML: 0.9984, BL: 0.0007, VL: 0.0000  | Var: 0.0000, W:0.0681
Epoch [800/1000], | TL: 0.9990, ML: 0.9984, BL: 0.0006, VL: 0.0000  | Var: 0.0000, W:0.0552
Epoch [900/1000], | TL: 0.9989, ML: 0.9984, BL: 0.0005, VL: 0.0000  | Var: 0.0000, W:0.0456
Epoch [1000/1000], | TL: 0.9988, ML: 0.9984, BL: 0.0004, VL: 0.0000  | Var: 0.0000, W:0.0385
[9.50%] Candidate 19 took 44.1678s
Epoch [100/1000], | TL: 1.0096, ML: 0.9984, BL: 0.0112, VL: 0.0000  | Var: 0.0000, W:1.1245
Epoch [200/1000], | TL: 1.0028, ML: 0.9984, BL: 0.0044, VL: 0.0000  | Var: 0.0000, W:0.4365
Epoch [300/1000], | TL: 1.0009, ML: 0.9984, BL: 0.0024, VL: 0.0000  | Var: 0.0000, W:0.2447
Epoch [400/1000], | TL: 1.0000, ML: 0.9984, BL: 0.0016, VL: 0.0000  | Var: 0.0000, W:0.1603
Epoch [500/1000], | TL: 0.9995, ML: 0.9984, BL: 0.0011, VL: 0.0000  | Var: 0.0000, W:0.1146
Epoch [600/1000], | TL: 0.9993, ML: 0.9984, BL: 0.0009, VL: 0.0000  | Var: 0.0000, W:0.0867
Epoch [700/1000], | TL: 0.9991, ML: 0.9984, BL: 0.0007, VL: 0.0000  | Var: 0.0000, W:0.0682
Epoch [800/1000], | TL: 0.9990, ML: 0.9984, BL: 0.0006, VL: 0.0000  | Var: 0.0000, W:0.0552
Epoch [900/1000], | TL: 0.9989, ML: 0.9984, BL: 0.0005, VL: 0.0000  | Var: 0.0000, W:0.0457
Epoch [1000/1000], | TL: 0.9988, ML: 0.9984, BL: 0.0004, VL: 0.0000  | Var: 0.0000, W:0.0385
[10.00%] Candidate 20 took 44.7796s
Epoch [100/1000], | TL: 1.0095, ML: 0.9984, BL: 0.0111, VL: 0.0000  | Var: 0.0000, W:1.1057
Epoch [200/1000], | TL: 1.0027, ML: 0.9984, BL: 0.0043, VL: 0.0000  | Var: 0.0000, W:0.4309
Epoch [300/1000], | TL: 1.0008, ML: 0.9984, BL: 0.0024, VL: 0.0000  | Var: 0.0000, W:0.2418
Epoch [400/1000], | TL: 1.0000, ML: 0.9984, BL: 0.0016, VL: 0.0000  | Var: 0.0000, W:0.1585
Epoch [500/1000], | TL: 0.9995, ML: 0.9984, BL: 0.0011, VL: 0.0000  | Var: 0.0000, W:0.1133
Epoch [600/1000], | TL: 0.9993, ML: 0.9984, BL: 0.0009, VL: 0.0000  | Var: 0.0000, W:0.0857
Epoch [700/1000], | TL: 0.9991, ML: 0.9984, BL: 0.0007, VL: 0.0000  | Var: 0.0000, W:0.0674
Epoch [800/1000], | TL: 0.9990, ML: 0.9984, BL: 0.0005, VL: 0.0000  | Var: 0.0000, W:0.0546
Epoch [900/1000], | TL: 0.9989, ML: 0.9984, BL: 0.0005, VL: 0.0000  | Var: 0.0000, W:0.0452
Epoch [1000/1000], | TL: 0.9988, ML: 0.9984, BL: 0.0004, VL: 0.0000  | Var: 0.0000, W:0.0381
[10.50%] Candidate 21 took 39.8729s
